,jobTitles,seniority,workLanguage,angličtina,česky,location,remoteAdj,salAvg,category,mainProgLangAdj
377,Medior/Senior Frontend Engineer ,Mid Advanced,"polsky, angličtina",True,False," Kraków, Dekerta • Remote • Kraków , Dekerta ",Remote,110550.0,Frontend, javascript
378,Remote Frontend Developer ,Mid,"angličtina, polsky",True,False," Gdańsk, ul. Piastowska 7/213 • Remote • Gdańsk , ul. Piastowska 7/213 ",Remote,90600.0,Frontend, javascript
379,Senior Angular Developer ,Senior,"angličtina, polsky",True,False," Gdynia, Kraków, Warszawa  +2 • Remote • Gdynia , al. Zwycięstwa 96/98• Kraków • Warszawa • Wrocław • Poznań  ",Remote,106550.0,Frontend,other
380,Junior/Mid JavaScript Developer ,Junior,"angličtina, polsky",True,False," Kraków, Katowice, Wrocław • Remote • Kraków • Katowice • Wrocław  ",Remote,51900.0,Frontend, javascript
381,Mid VueJS Developer ,Mid,"polsky, angličtina",True,False," Wrocław, Ofiar Oświęcimskich 17 • Remote • Wrocław , Ofiar Oświęcimskich 17 ",Remote,85250.0,Frontend, javascript
382,Remote React Developer ,Mid Advanced,angličtina,True,False," Gdańsk, ul. Trzy Lipy 3 • Remote • Gdańsk , ul. Trzy Lipy 3 ",Remote,95900.0,Frontend, react
383,Remote Senior React Developer ,Senior,angličtina,True,False,,Remote,129200.0,Frontend, react
384,Frontend Developer ,Mid,angličtina,True,False,,Remote,125300.0,Frontend,other
386,Frontend Developer ,Mid Advanced,"angličtina, polsky",True,False," Hybrid  +1 • Warsaw , Komitetu Obrony Robotników 56 ",Hybrid or no remote,97200.0,Frontend, javascript
387,React Developer ,Mid,"polsky, angličtina",True,False," Wrocław, Rysia 1A • Remote • Wrocław , Rysia 1A ",Remote,79900.0,Frontend, react
389,Frontend Engineer with React (Biotech) ,Mid Advanced,angličtina,True,False," Wrocław, Fabryczna 6 • Remote • Wrocław , Fabryczna 6 ",Remote,127450.0,Frontend, react
390,Senior React Developer ,Senior,"polsky, angličtina",True,False," Warszawa, Aleja Niepodległości 124/23 • Remote • Warszawa , Aleja Niepodległości 124/23 ",Remote,111900.0,Frontend, react
391,Remote Frontend Developer (React) ,Junior,"angličtina, polsky",True,False,Warsaw • Remote • Warsaw  ,Remote,127900.0,Frontend, react
392,Regular Software Developer ,Mid,"polsky, angličtina",True,False," Poznań, Leszno, Katowice • Remote • Poznań • Leszno • Katowice  ",Remote,76050.0,Frontend,other
393,Frontend Developer ,Mid,"polsky, angličtina",True,False," Poznań, Leszno, Katowice • Remote • Poznań • Leszno • Katowice  ",Remote,69250.0,Frontend, javascript
394,Frontend Developer ,Mid,angličtina,True,False,,Remote,100300.0,Frontend, react
397,React Native Developer (praca zdalna) ,Mid Advanced,"angličtina, polsky",True,False,,Remote,122550.0,Frontend,other
398,Remote Mid/Senior Frontent Developer ,Mid Advanced,"angličtina, polsky",True,False," Warszawa, Postępu 14 • Remote • Warszawa , Postępu 14 ",Remote,106550.0,Frontend, react
399,Frontend Developer (React / Bootstrap) ,Mid Advanced,angličtina,True,False," Hybrid  +1 • Vienna , Kärntner Ring 5-7 40% on-site, 60% remotely  ",Hybrid or no remote,120650.0,Frontend, react
400,Remote Senior JavaScript Developer ,Senior,angličtina,True,False,,Remote,165200.0,Frontend, javascript
401,Front-end Developer with Vue.js ,Mid,"angličtina, polsky",True,False," Warszawa, Przyrynek 14 • Remote • Warszawa , Przyrynek 14 ",Remote,90600.0,Frontend, javascript
403,Remote Mid/Senior Vue.js Frontend Dev ,Mid Advanced,"polsky, angličtina",True,False," Warszawa, Aignera 6b • Remote • Warszawa , Aignera 6b ",Remote,98550.0,Frontend,other
404,Remote Frontend Developer ,Senior,angličtina,True,False,,Remote,114550.0,Frontend, react
405,React Developer ,Mid,"angličtina, polsky",True,False," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ",Hybrid or no remote,58600.0,Frontend, javascript
406,Senior React Developer – Innovation Team ,Senior,angličtina,True,False," Warszawa, Grzybowska 60  (Po pandemi) • Warszawa , Grzybowska 60 ",Hybrid or no remote,114300.0,Frontend, react
407,Frontend Developer ,Mid,angličtina,True,False,,Remote,138550.0,Frontend, javascript
408,Senior React Developer ,Senior,"polsky, angličtina",True,False," Gdynia, Poznań, Kraków  +2 • Remote • Gdynia , Al. Zwycięstwa 96/98• Poznań • Kraków • Wrocław • Warszawa  ",Remote,106550.0,Frontend, react
409,Senior Remote Vue.js Developer ,Senior,"angličtina, polsky",True,False," Gdynia, Warszawa, Wrocław  +2 • Remote • Gdynia • Warszawa • Wrocław • Kraków • Poznań  ",Remote,106550.0,Frontend,other
410,Senior Frontend Developer (Web / Mobile) ,Senior,"angličtina, polsky",True,False," Kraków, Aleja Pokoju 1 • Remote • Kraków , Aleja Pokoju 1 ",Remote,133200.0,Frontend,other
411,Frontend Developer ,Mid Advanced,"angličtina, polsky",True,False," Warszawa, Inflancka 4A • Remote • Warszawa , Inflancka 4A ",Remote,93250.0,Frontend, javascript
413," Front-end Engineer, Subscriptions ",Mid Advanced,angličtina,True,False," Kraków, Wrocław, Warszawa  +2 • Remote • Kraków , Zabłocie 43a• Wrocław • Warszawa • Poznań • Gdańsk  ",Remote,79900.0,Frontend, javascript
414,Remote ReactJS FrontEnd Developer ,Senior,angličtina,True,False,,Remote,202900.0,Frontend, react
415,Front-end Developer ,Mid Advanced,"angličtina, polsky",True,False," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ",Hybrid or no remote,74600.0,Frontend, react
416,Remote React Developer ,Mid Advanced,angličtina,True,False,,Remote,200400.0,Frontend, react
417,HTML & CSS Developer Wanted ,Junior,"angličtina, polsky",True,False,,Remote,27950.0,Frontend,other
418,Senior Angular Developer ,Senior,"angličtina, polsky",True,False," Gdynia, Kraków • Remote • Gdynia , ul. Kielecka 5/40• Kraków  ",Remote,111900.0,Frontend,other
419,Senior React Developer (Remote) ,Senior,angličtina,True,False,Berlin • Remote • Berlin  ,Remote,166100.0,Frontend, react
420,Remote Frontend Engineer ,Mid Advanced,angličtina,True,False,Swieqi • Remote • Swieqi  ,Remote,122100.0,Frontend, react
421,Senior Frontend Developer ,Senior,"ukrajinsky, angličtina",True,False,,Remote,71550.0,Frontend, react
422,Lead Architect (Portals) ,Senior,angličtina,True,False," Poznań, Warsaw • Remote • Poznań , Rataje 164• Warsaw , Chmielna 73 ",Remote,122550.0,Frontend,other
423,Remote Frontend Developer ,Senior,angličtina,True,False," Poznań, Warsaw • Remote • Poznań , Rataje 164• Warsaw , Chmielna 73 ",Remote,94550.0,Frontend, javascript
424,Frontend Developer ,Mid Advanced,"angličtina, polsky",True,False," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ",Hybrid or no remote,66550.0,Frontend, javascript
425,Frontend Developer (React) ,Mid,"angličtina, polsky",True,False," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ",Hybrid or no remote,82600.0,Frontend, javascript
426,React Engineer (remote) ,Mid,"polsky, angličtina",True,False," Warszawa, Plac Małachowskiego 2 • Remote • Warszawa , Plac Małachowskiego 2 ",Remote,79900.0,Frontend, react
427,Front-End Developer (React) ,Mid,"polsky, angličtina",True,False," Gdańsk, Azymutalna 11 • Remote • Gdańsk , Azymutalna 11 ",Remote,69250.0,Frontend, react
428,Software Developer -React ,Mid Advanced,"angličtina, polsky",True,False," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ",Hybrid or no remote,58600.0,Frontend, javascript
429,Remote React Engineer (Mid-Senior) ,Mid Advanced,"angličtina, ukrajinsky",True,False,Lviv • Remote • Lviv  ,Remote,95450.0,Frontend, react
430,Technical Delivery Consultant ,Junior,angličtina,True,False,,Remote,33500.0,Frontend,other
431,React.js Developer ,Mid,"polsky, angličtina",True,False," Hybrid  +1 • Wrocław , Pigwowa 80% on-site, 20% remotely  ",Hybrid or no remote,61250.0,Frontend, react
432,Remote Junior Javascript Developer ,Junior,angličtina,True,False,,Remote,67050.0,Frontend, javascript
433,React Developer - 100% remote ,Junior,"angličtina, polsky",True,False,Warsaw • Remote • Warsaw  ,Remote,127900.0,Frontend, react
434,Remote Product Engineer ,Mid Advanced,angličtina,True,False,,Remote,77650.0,Frontend, react
435,Junior Frontend Software Engineer ,Junior,angličtina,True,False," Hybrid  +1 • Warsaw , Prosta 20 ",Hybrid or no remote,57500.0,Frontend, react
436,Fullstack developer ,Senior,"česky, angličtina",True,True,Prague • Remote • Prague  ,Remote,120000.0,Fullstack, javascript
437,WPF Developer ,Mid,česky,False,True," Hybrid  +1 • Brno  80% on-site, 20% remotely  ",Hybrid or no remote,61950.0,Fullstack, net
438,Cloud-based Applications Architect ,Mid Advanced,angličtina,True,False,Hybrid  +1 • Düsseldorf  ,Hybrid or no remote,161950.0,Fullstack, java
439,Software Engineer (m/f/d) ,Mid Advanced,angličtina,True,False,Hybrid  +1 • Düsseldorf  ,Hybrid or no remote,146300.0,Fullstack, java
440,Senior Fullstack Developer ,Mid Advanced,"česky, angličtina",True,True," Hybrid  +1 • Praha , Mánesova 27 40% on-site, 60% remotely  ",Hybrid or no remote,85000.0,Fullstack, php
441,Fullstack Developer ,Mid,česky,False,True," Hybrid  +1 • Praha , Náměstí Republiky 1079/1a ",Hybrid or no remote,120000.0,Fullstack, python
442,Junior Ruby on rails Developer ,Junior,angličtina,True,False,,Remote,110150.0,Fullstack,other
443,Fullstack Engineer (Node.js / React) ,Mid,česky,False,True," Prague, Old Town Square 604/14  (Po pandemi) • Prague , Old Town Square 604/14 ",Hybrid or no remote,105000.0,Fullstack,other
444,Fullstack Developer ,Mid,česky,False,True," Hybrid  +1 • Prague , Letenské náměstí 157/4 ",Hybrid or no remote,75000.0,Fullstack, java
445," Fullstack Developer – React, Node.js ",Mid Advanced,česky,False,True," Ostrava, Praha - Holešovice  (Po pandemi) • Ostrava , Studentská 17• Praha - Holešovice , Veletržní 14 ",Hybrid or no remote,70000.0,Fullstack, javascript
446,Software Developer ,Mid,česky,False,True," Hybrid  +1 • Praha 8 , Rohanské nábřeží 15 ",Hybrid or no remote,62500.0,Fullstack, javascript
447,Remote JavaScript Developer ,Mid Advanced,"česky, angličtina",True,True," Ostrava, Barcelona • Remote • Ostrava • Barcelona  ",Remote,75000.0,Fullstack, javascript
448,Senior Fullstack Developer ,Senior,"česky, angličtina",True,True," Hybrid  +1 • Ostrava , Musorgského ",Hybrid or no remote,75000.0,Fullstack, javascript
449,Fullstack Developer ,Mid Advanced,"česky, angličtina",True,True,Brno • Remote • Brno  ,Remote,131250.0,Fullstack, net
452,Fullstack developer- up to date stack ,Mid Advanced,česky,False,True,Prague • Remote • Prague  ,Remote,115500.0,Fullstack, net
453,PHP Developer do Ostravy ,Mid Advanced,"česky, angličtina",True,True," Ostrava, Musorgského  (Po pandemi) • Ostrava , Musorgského ",Hybrid or no remote,40000.0,Fullstack, php
454," Fullstack Developer🔋(Node, VUE, Strapi) ",Mid Advanced,"česky, angličtina",True,True," Hybrid  +1 • Prague , Kamenická 43 ",Hybrid or no remote,71400.0,Fullstack, javascript
455,Junior Salesforce Developer ,Junior,česky,False,True," Hybrid  +2 • Prague • Karlin  60% on-site, 40% remotely  ",Hybrid or no remote,31500.0,Fullstack, java
456,Senior Fullstack Developer ,Senior,česky,False,True," Hybrid  +1 • Praha , Pražská 1279/18 60% on-site, 40% remotely  ",Hybrid or no remote,75000.0,Fullstack, php
457,Fullstack Java/React Developer ,Mid,"angličtina, česky",True,True," Hybrid  +1 • Prague  40% on-site, 60% remotely  ",Hybrid or no remote,115500.0,Fullstack, java
458,Senior TypeScript Developer ,Mid Advanced,"česky, angličtina",True,True," Praha, Třinec, Bratislava  +1 • Remote • Praha • Třinec • Bratislava • Ostrava  ",Remote,115500.0,Fullstack,other
459,Remote Full Stack Developer/SW Architect ,Mid Advanced,"česky, angličtina",True,True," Prague, Brno-jih-Trnitá • Remote • Prague , Lidická 884/6• Brno-jih-Trnitá , Dornych 486/47b ",Remote,95000.0,Fullstack,
460,Fullstack Developer ,Mid Advanced,"česky, angličtina",True,True,Brno • Remote • Brno  ,Remote,131250.0,Fullstack, net
461,GO Developer ,Mid Advanced,česky,False,True,Prague • Prague  ,Hybrid or no remote,120000.0,Fullstack,other
462,React Developer ,Mid Advanced,česky,False,True," Ostrava, Musorgského  (Po pandemi) • Ostrava , Musorgského ",Hybrid or no remote,60000.0,Fullstack, react
463,Remote Fullstack .NET Engineer ,Senior,angličtina,True,False," Praha 9, Karolinská 661/4 • Remote • Praha 9 , Karolinská 661/4 ",Remote,141750.0,Fullstack, net
464,JavaScript Developer ,Mid Advanced,"angličtina, česky",True,True," Prague, V Tišině 474/3 • Remote • Prague , V Tišině 474/3 ",Remote,85000.0,Fullstack, javascript
465,Software Development Engineer ,Mid Advanced,"polsky, angličtina",True,False," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ",Hybrid or no remote,82600.0,Fullstack, java
466,Full Stack WordPress Developer ,Mid Advanced,angličtina,True,False," Warszawa, Kraków, Wrocław  +2 • Remote • Warszawa • Kraków • Wrocław • Poznań • Katowice  ",Remote,94050.0,Fullstack, php
467,Node.js Engineer (reloaction to Poland) ,Mid Advanced,angličtina,True,False,,Remote,95900.0,Fullstack, javascript
468,FullStack Developer ,Mid,angličtina,True,False," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ",Hybrid or no remote,82600.0,Fullstack, net
469,Remote Mid Fullstack Developer ,Mid,angličtina,True,False,,Remote,69250.0,Fullstack, javascript
470,Fullstack PHP Developer - UI & UX ,Mid,"maďarsky, angličtina",True,False," Hybrid  +2 • Debrecen • Wien , Schönbrunner Straße 231/2 ",Hybrid or no remote,61400.0,Fullstack, php
471,Senior Clojure Developer ,Senior,"ukrajinsky, angličtina",True,False," Sofia, Zaporizhzhia • Remote • Sofia • Zaporizhzhia  ",Remote,137200.0,Fullstack,other
472,Fullstack Developer with Node.js ,Mid Advanced,angličtina,True,False," Kraków, Życzkowskiego 14 • Remote • Kraków , Życzkowskiego 14 ",Remote,125200.0,Fullstack, javascript
473,Remote Back-end Java Developer ,Mid Advanced,angličtina,True,False," Wrocław, Trójmiasto, Rzeszów  +16 • Remote • Wrocław , Sucha 2• Trójmiasto • Rzeszów • Poznań • Kraków • Bydgoszcz • Toruń • Lublin • Łódź • Warszawa • Białystok • Częstochowa • Katowice • Kielce • Szczecin • Opole • Olsztyn • Zielona Góra • Gorzów Wielkopolski  ",Remote,98550.0,Fullstack, java
474," Remote Fullstack Developer Java, Angular ",Mid Advanced,angličtina,True,False," Wrocław, Trójmiasto, Rzeszów  +16 • Remote • Wrocław , Sucha 2• Trójmiasto • Rzeszów • Poznań • Kraków • Bydgoszcz • Toruń • Lublin • Łódź • Warszawa • Białystok • Częstochowa • Katowice • Kielce • Szczecin • Opole • Olsztyn • Zielona Góra • Gorzów Wielkopolski  ",Remote,98550.0,Fullstack, java
475,Full Stack React developper ,Mid Advanced,angličtina,True,False," Hybrid  +1 • Budapest , Visegradi utca 3 40% on-site, 60% remotely  ",Hybrid or no remote,68650.0,Fullstack, react
476,Mid/Senior Full Stack Engineer ,Mid Advanced,angličtina,True,False," Poznań, Warszawa, Kraków  +2 • Remote • Poznań , Garbary 67-67a/5• Warszawa • Kraków • Wrocław • Katowice  ",Remote,85250.0,Fullstack,other
477,Middle Full-Stack (React/Node) developer ,Mid,"rusky, angličtina",True,False,Kyiv • Remote • Kyiv  ,Remote,73950.0,Fullstack, javascript
480," Senior Software Developer |Java, Angular ",Senior,"angličtina, polsky",True,False,Kraków • Remote • Kraków  ,Remote,103900.0,Fullstack, java
481,Software Developer | Fullstack [Zendesk] ,Mid,"angličtina, polsky",True,False,Kraków • Remote • Kraków  ,Remote,63900.0,Fullstack, javascript
482,Remote Mid/Senior Fullstack Engineer ,Mid Advanced,"polsky, angličtina",True,False," Kraków, Dekerta 24 • Remote • Kraków , Dekerta 24 ",Remote,110550.0,Fullstack, python
483,Senior Fullstack Engineer ,Senior,"polsky, angličtina",True,False," Kraków, Dekerta 24 • Remote • Kraków , Dekerta 24 ",Remote,122550.0,Fullstack, python
484,Remote Fullstack Developer ,Mid Advanced,"polsky, angličtina",True,False," Kraków, Katowice, Warszawa • Remote • Kraków , Kapelanka• Katowice , centrum• Warszawa , aleje Jerozolimskie 93 ",Remote,141250.0,Fullstack, java
485," Fullstack Developer (Node.js, Angular) ",Mid Advanced,"polsky, angličtina",True,False," Szczecin, Bydgoszcz, Łódź  +13 • Remote • Szczecin , Plac Brama Portowa 1• Bydgoszcz • Łódź • Rzeszów • Białystok • Kielce • Opole • Koszalin • Bielsko - Biała • Radom • Częstochowa • Kraków • Wrocław • Gdańsk • Poznań • Lublin  ",Remote,85350.0,Fullstack,other
486,Full-stack Engineer ,Mid,angličtina,True,False,,Remote,59600.0,Fullstack, javascript
487,Remote Mid-Sr Full-Stack Rails Developer ,Senior,angličtina,True,False,,Remote,149150.0,Fullstack,other
488,Fullstack Java Developer (Java+React) ,Mid Advanced,angličtina,True,False," Wrocław, Warszawa, Gliwice  +12 • Remote • Wrocław • Warszawa • Gliwice • Gdańsk • Białystok • Toruń • Kielce • Rzeszów • Opole • Poznań • Bydgoszcz • Bielsko Biała • Lublin • Katowice • Kraków  ",Remote,93250.0,Fullstack, java
489,Clojure Developer ,Mid Advanced,"ukrajinsky, angličtina",True,False," Sofia, Zaporizhzhia • Remote • Sofia • Zaporizhzhia  ",Remote,89450.0,Fullstack,other
490,Senior Fullstack Developer ,Senior,angličtina,True,False,,Remote,114350.0,Fullstack, javascript
491,Full Stack Java Developer ,Mid Advanced,"polsky, angličtina",True,False," Wrocław, Żmigrodzka 244A • Remote • Wrocław , Żmigrodzka 244A ",Remote,106550.0,Fullstack, java
492,Senior Python Engineer ,Senior,angličtina,True,False,,Remote,125250.0,Fullstack, python
493,Remote Senior JS Broker API Engineer ,Senior,"angličtina, rusky",True,False,,Remote,167050.0,Fullstack, javascript
494,Remote Full-Stack (Java/JS) engineer ,Mid Advanced,angličtina,True,False,,Remote,107400.0,Fullstack, java
495,Remote Fullstack React Developer ,Mid,"angličtina, polsky",True,False," Warszawa, Płochocińska 111 • Remote • Warszawa , Płochocińska 111 ",Remote,77200.0,Fullstack, react
496,Senior Fullstack Developer ,Senior,angličtina,True,False," Poznań, Warsaw • Remote • Poznań , Rataje 164• Warsaw , Chmielna 73 ",Remote,94550.0,Fullstack, javascript
497," Fullstack Developer (Java, Angular) ",Senior,"angličtina, polsky",True,False," Wrocław, Fabryczna 6 • Remote • Wrocław , Fabryczna 6 ",Remote,127600.0,Fullstack, java
498,Remote Fullstack Developer ,Mid Advanced,angličtina,True,False,,Remote,65600.0,Fullstack,other
499,A Senior Software Developer needed ,Senior,angličtina,True,False,,Remote,190950.0,Fullstack,
500,Senior Fullstack .NET Developer ,Senior,angličtina,True,False," Kraków, al. Jana Pawła II 39A  (Po pandemi) • Kraków , al. Jana Pawła II 39A ",Hybrid or no remote,106550.0,Fullstack, net
501,Mid-Level Full Stack Developer ,Mid,angličtina,True,False,,Remote,42000.0,Fullstack,other
503,Senior Software Architect ,Senior,"polsky, angličtina",True,False," Poznań, Leszno, Katowice • Remote • Poznań • Leszno • Katowice  ",Remote,111850.0,Fullstack,other
504,Regular Fullstack Developer ,Mid Advanced,"polsky, angličtina",True,False," Poznań, Leszno, Katowice • Remote • Poznań • Leszno • Katowice  ",Remote,93200.0,Fullstack, react
505,Full Stack Developer (C#/ .Net & React) ,Mid,angličtina,True,False," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ",Hybrid or no remote,74600.0,Fullstack, net
506,.NET Engineer Fullstack Mid / Senior ,Mid Advanced,angličtina,True,False,Hybrid  +1 • Kraków  ,Hybrid or no remote,127850.0,Fullstack, net
507,Full Stack .NET Developer-fully remote ,Mid Advanced,angličtina,True,False,,Remote,101250.0,Fullstack, net
508,Remote Fullstack Developer ,Mid,angličtina,True,False," Tallinn, Lõõtsa 5 • Remote • Tallinn , Lõõtsa 5 ",Remote,94000.0,Fullstack, php
509,Strong Middle/Senior Fullstack Developer ,Senior,"angličtina, ukrajinsky",True,False,Hybrid  +1 • Kraków  ,Hybrid or no remote,125250.0,Fullstack, javascript
510,Remote Senior Fullstack Java Developer ,Senior,"angličtina, polsky",True,False," Warszawa, Postępu 14 • Remote • Warszawa , Postępu 14 ",Remote,127850.0,Fullstack, java
511,Remote Junior Fullstack Developer ,Junior,angličtina,True,False,,Remote,41300.0,Fullstack, javascript
512,Remote Senior Python Engineer ,Senior,"angličtina, polsky",True,False," Gdynia, Łużycka 8C • Remote • Gdynia , Łużycka 8C ",Remote,87900.0,Fullstack, python
513,Associate Software Developer ,Junior,angličtina,True,False," Kraków, Pawia 21 • Remote • Kraków , Pawia 21 ",Remote,46600.0,Fullstack, java
514,Junior Fullstack JavaScript Developer ,Junior,angličtina,True,False,,Remote,35900.0,Fullstack, javascript
515,Remote Full-Stack Developer (Node/React) ,Mid,"ukrajinsky, angličtina",True,False," Lviv, Volodymyra Velykogo str., 2 • Remote • Lviv , Volodymyra Velykogo str., 2 ",Remote,73950.0,Fullstack, javascript
516,Software Development Engineer ,Mid Advanced,"polsky, angličtina",True,False," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ",Hybrid or no remote,77250.0,Fullstack, python
517,FullStack Developer (Java/React) ,Mid,angličtina,True,False," Warszawa, Wrocław • Remote • Warszawa • Wrocław  ",Remote,74600.0,Fullstack, java
518,Fullstack .NET Developer (React/Angular) ,Mid Advanced,"angličtina, polsky",True,False," Kraków, Wrocław • Remote • Kraków , Pawia 9• Wrocław , Wyspa Słodowa 7 ",Remote,156600.0,Fullstack, net
519,Remote Mid Fullstack JS Dev Web3 Startup ,Mid,angličtina,True,False,WeWork • Remote • WeWork  ,Remote,103900.0,Fullstack, javascript
520,Remote Senior Fullstack .NET Engineer ,Senior,angličtina,True,False,,Remote,179000.0,Fullstack, net
521,Fullstack Python Developer ,Mid,"angličtina, polsky",True,False," Kraków, Wrocław, Białystok  +2 • Remote • Kraków , Zółkiewskiego 17• Wrocław , Fabryczna 6• Białystok , Mikołaja Kopernika 95a• Poznań • Gdańsk  ",Remote,110000.0,Fullstack, python
523,Remote Fullstack Developer ,Mid,"polsky, angličtina",True,False," Wrocław, Warszawa, Kraków • Remote • Wrocław • Warszawa • Kraków  ",Remote,102850.0,Fullstack, javascript
524,SQL Expert / Java Developer ,Senior,"polsky, angličtina",True,False," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ",Hybrid or no remote,82600.0,Fullstack, java
525,Fullstack Developer ,Mid Advanced,"angličtina, francouzsky",True,False,Hybrid  +1 • Paris  ,Hybrid or no remote,88800.0,Fullstack,
526,Junior Fullstack PHP Developer ,Junior,"polsky, angličtina",True,False," Warszawa, Kraków • Remote • Warszawa • Kraków  ",Remote,47950.0,Fullstack, php
527,Remote Fullstack Java Developer ,Mid Advanced,angličtina,True,False,Warsaw • Remote • Warsaw  ,Remote,119900.0,Fullstack, java
528,Junior Fullstack PHP Developer ,Junior,angličtina,True,False,Wrocław • Remote • Wrocław  ,Remote,39400.0,Fullstack, php
529,Remote Fullstack Ruby Developer ,Mid Advanced,angličtina,True,False," Kraków, Cluj, London • Remote • Kraków , Wadowicka 7• Cluj • London , 90-92 Pentonville Rd ",Remote,119900.0,Fullstack,other
530,Junior Software Engineer ,Junior,angličtina,True,False,Budapest • Remote • Budapest  ,Remote,44100.0,Fullstack,other
531,Junior Programista ,Junior,"angličtina, polsky",True,False," Kraków, Rzeszów • Remote • Kraków • Rzeszów  ",Remote,34600.0,Fullstack,
532,Remote Typescript Developer ,Mid Advanced,"angličtina, polsky",True,False,,Remote,115700.0,Fullstack,other
533,Fullstack .NET Developer ,Mid Advanced,"angličtina, polsky",True,False," Hybrid  +1 • Wrocław , ul. Grabiszyńska 241A ",Hybrid or no remote,82550.0,Fullstack, net
534,Senior Full-Stack Engineer (Node.js) ,Senior,"angličtina, polsky",True,False,,Remote,186550.0,Fullstack, javascript
535,Salesforce Lab ,Junior,angličtina,True,False,,Remote,22300.0,Fullstack, javascript
536,React / React Native developer (7378) ,Mid,"česky, angličtina",True,True,Brno • Remote • Brno  ,Remote,60000.0,Mobile, react
537,Flutter Developer ,Mid Advanced,česky,False,True,Hybrid  +1 • Praha  ,Hybrid or no remote,87500.0,Mobile,other
538,IOS Developer ,Mid Advanced,"česky, angličtina",True,True,Hybrid  +2 • Pardubice • Praha  ,Hybrid or no remote,151200.0,Mobile,other
539,Android Developer ,Mid Advanced,angličtina,True,False," Hybrid  +1 • Praha  60% on-site, 40% remotely  ",Hybrid or no remote,95000.0,Mobile,other
540,Mobile Engineer ,Mid,česky,False,True," Prague, Old Town Square 604/14  (Po pandemi) • Prague , Old Town Square 604/14 ",Hybrid or no remote,105000.0,Mobile, react
542,Senior IOS Developer ,Senior,česky,False,True," Prague, Brno, bratislava  +1  (Po pandemi) • Prague • Brno • bratislava • zilina  ",Hybrid or no remote,90000.0,Mobile,other
543,Android Developer ,Mid,česky,False,True," Hybrid  +1 • Praha , jankovcova 49 ",Hybrid or no remote,62500.0,Mobile,other
544,IOS Developer ,Mid,česky,False,True," Hybrid  +1 • Praha , jankovcova 49 ",Hybrid or no remote,62500.0,Mobile,other
545,Senior Android Developer ,Senior,angličtina,True,False,Hybrid  +1 • Prague  ,Hybrid or no remote,129150.0,Mobile,other
546,Android Developer ,Mid,česky,False,True,Praha  (Po pandemi) • Praha  ,Hybrid or no remote,3000.0,Mobile,other
547,Flutter Developer - Czech Drone Startup ,Mid Advanced,"česky, angličtina",True,True," Hybrid  +1 • Praha , Thákurova 7 ",Hybrid or no remote,90000.0,Mobile,other
548,React Native Engineer ,Senior,angličtina,True,False," Vilnius, Kaunas, Klaipėda  +1 • Remote • Vilnius • Kaunas • Klaipėda • Berlin  ",Remote,141700.0,Mobile,other
549,Remote Mid/Senior Flutter Developer ,Mid Advanced,"angličtina, polsky",True,False," Kraków, Armii Krajowej 18 • Remote • Kraków , Armii Krajowej 18 ",Remote,95900.0,Mobile,other
550,IOS Developer ,Mid,"angličtina, polsky",True,False," Warsaw, Plac Europejski 1 • Remote • Warsaw , Plac Europejski 1 ",Remote,71900.0,Mobile,other
551,IOS Developer ,Mid Advanced,"maďarsky, angličtina",True,False," Hybrid  +1 • Budapest , Bajcsy-Zsilinszky út 12 80% on-site, 20% remotely  ",Hybrid or no remote,111099.5,Mobile,other
552,Android Developer (Remote) ,Mid,"angličtina, polsky",True,False," Wrocław, Powstańców Śląskich 7a • Remote • Wrocław , Powstańców Śląskich 7a ",Remote,81250.0,Mobile,other
553,Remote Android Developer ,Mid,"polsky, angličtina",True,False," Szczecin, Bydgoszcz, Łódź  +13 • Remote • Szczecin , Plac Brama Portowa 1• Bydgoszcz • Łódź • Rzeszów • Białystok • Kielce • Opole • Koszalin • Bielsko - Biała • Radom • Częstochowa • Kraków • Wrocław • Gdańsk • Poznań • Lublin  ",Remote,74700.0,Mobile,other
554,Remote Android Developer (Senior/Expert) ,Senior,"polsky, angličtina",True,False," Szczecin, Bydgoszcz, Łódź  +13 • Remote • Szczecin , Plac Brama Portowa 1• Bydgoszcz • Łódź • Rzeszów • Białystok • Kielce • Opole • Koszalin • Bielsko - Biała • Radom • Częstochowa • Kraków • Wrocław • Gdańsk • Poznań • Lublin  ",Remote,112250.0,Mobile,other
555,Android Developer ,Mid Advanced,angličtina,True,False," Hybrid  +1 • Warszawa , Grzybowska 60 40% on-site, 60% remotely  ",Hybrid or no remote,79950.0,Mobile,other
556,Senior Android Developer ,Senior,"polsky, angličtina",True,False," Warszawa, Plac Europejski 1 • Remote • Warszawa , Plac Europejski 1 ",Remote,121200.0,Mobile,other
